id,title,likes,views,engagement_rate,log_likes
310,wonderful rescue: Wonderful dog soldiers are the strongest soldiers? Take stock of the three countries soldiers in the Yangshou series # Pleasant Goat and Grey Big Wolf # Pleasant Goat and Grey Big Wolf's wonderful rescue # animation,14000,336000,0.04167,4.1462
311,the world is awake,113000,1181000,0.09568,5.0531
312,I will definitely find a way to surpass the horse,129000,2855000,0.04518,5.1106
313,episode 12 | This ordinary rabbit not only attracted the attention of leopards,19000,312000,0.0609,4.2788
314,Minecraft Random Empty Island Survival Episode 17 #Minecraft # Random Empty Island Survival:,10000,229000,0.04367,4.0
315,Junk Lawyer Seconds to Top Hunter # Blackened Lawyer,34000,2996472,0.01135,4.5315
316,# Harusun Smash a man who doesn't believe in himself,80000,459000,0.17429,4.9031
317,This is too much punishment! # Anime recommendation # Xiyue Manwan,56000,881000,0.06356,4.7482
318,I have a dream,176000,1491000,0.11804,5.2455
319,offended the female instructors let you eat a lot of money # I am a special forces sword out of the sheath # summer constantly slice,37000,5333466,0.00694,4.5682
320,Xue Zhiqian not only can write love songs,84000,604000,0.13907,4.9243
321,Even if you are disgusting me,95000,2383000,0.03987,4.9777
322,episode 11 The girl found that her father recently went to the back hill with a widow in the village,17000,3363782,0.00505,4.2305
323,the reign of Kaiyuan,15000,172000,0.08721,4.1761
324,Episode 2 / Intersex Post-Operative # Humanness # Bornhuman movies # Underdog movies,73000,2943905,0.0248,4.8633
325,# EscapeTeen Spatula # Escapeteen,131000,2801464,0.04676,5.1173
326,in front of Liu Haizhu brother I also dare not have a temper ah #2022 photosynthesis creator conference # Assembly photosynthesis creator # is an acridine,91000,1068639,0.08516,4.959
327,small Yang Guo so will,14000,1321573,0.01059,4.1462
328,these are the name of the Naruto ghost # Naruto # fast hand power # summer attack,20000,547000,0.03656,4.3011
329,the country guy's first day in town as a bodyguard,65000,866000,0.07506,4.8129
330,hikers lost in Nevada's mysterious Area 51,16000,352000,0.04545,4.2041
331,<1/3 episode > Is there such a big difference between a lucky girl's day and an unlucky girl's? Can't believe it # challenge # funny # weirdo challenge,18000,1031000,0.01746,4.2553
332,# Challenge make # Spacefall identities (Part 1),23000,586000,0.03925,4.3617
333,Bursting Armor and Anti-Armor promo # Shinjang Lee Shin,39000,426271,0.09149,4.5911
334,Pull Single God Assist # God Assist # Zhuji unhappy,20000,416000,0.04808,4.3011
335,# anime recommended # Summer Crithit,14000,137000,0.10219,4.1462
336,May everyone be treated gently # Heal # Song May you be treated gently by the world,72000,2820825,0.02552,4.8573
337,Episode 1 | returns for the national campaign,35000,799000,0.0438,4.5441
338,Honey Mini World: Desert Island 09 Savage partner to touch China? # Miniworld # Miniworld birth # Miniworld 6 years old,49000,1810000,0.02707,4.6902
339,the woman because of drinking,138000,11078154,0.01246,5.1399
340,# MyWorldMyWorld: The mc player drained the ocean in order to transform it?,105000,2043000,0.0514,5.0212
341,failed to do you like the person,11000,121405,0.09061,4.0414
342,drunken force awakening,26000,884000,0.02941,4.415
343,self-discipline Xiaoxin # I am watching anime # Crayon Xiaoxin,66000,1941000,0.034,4.8196
344,# Assemble photosynthesis creator two-minute science: the way to distinguish the true and false diamonds,16000,386000,0.04145,4.2041
345,suspected Li Xiaoyao new appearance animation! # Glourescence Nova Camp,50000,503000,0.0994,4.699
346,the new season Sun Ce belt kill,151000,3112703,0.04851,5.179
347,born,36000,1369650,0.02628,4.5563
348,the wonderful video,25000,706000,0.03541,4.398
349,1/2 Homer faces bankruptcy and prepares to sell his house for a mortgage,17000,337000,0.05045,4.2305
350,# Ruyi's love # Clipcut Lotus heart is very loyal,32000,1863000,0.01718,4.5052
351,such a lovely silly roe deer,68000,676000,0.10059,4.8325
352,mini world: Teacher peek-a-boo! Can a tiny meme-jellyfish hide in a pool and be spotted by a rabbit? # MiniworldDouro Land,16000,727194,0.022,4.2041
353,summer vacation is here! Where is everyone going to play? Today is the old Xuan son of the shop scout ~ # shop scout #vlog daily,30000,1044522,0.02872,4.4771
354,tenth on your list. Must be beautiful,18000,1464000,0.0123,4.2553
355,1 episode: Police captain to visit the market,156000,9237932,0.01689,5.1931
356,legendary edition 16th play Gentrica signature card! Need to redeem with 6 akimbo Ultraman cards? # Ultraman cards # Springday Crit Strike # Rally It Photosynthesis Creator,12000,264179,0.04542,4.0792
357,# Zhao Lusi # Luo Qian Yan exclusive title curl curl finally someone hurt 😭,55000,938442,0.05861,4.7404
358,why was the Infinity glove in Odin's treasure trove mistaken for a fake? # assemblePhotocreators # Marvel # sci-fi,11000,388000,0.02835,4.0414
359,Lone Warrior Episode 3/3: Bart became the Lone Warrior only because he borrowed $20 from his own dad # Simpsons # Anime # Summer Smash,11000,223000,0.04933,4.0414
360,I won't save any of you because my reputation is more important than your lives! # Blackrobed Pickets # Superman # Villains,14000,551000,0.02541,4.1462
361,this operation even the minions are details # Kings #kpl # game highlights,24000,547000,0.04388,4.3802
362,Ultraman's day is here! Memories along the way ~ How many have you seen? # Ultraman Day # Ultraman # Summersmash,20000,229000,0.08734,4.3011
363,episode 10 | Whoever gets this close to his rabbit will be captured and sacrificed by him # Comic-commentary # Comic-commentary # 2-dimensional Original,42000,989000,0.04247,4.6233
364,Weird complete set,62000,3872000,0.01601,4.7924
365,if your name is your surname plus your zodiac,168000,2191000,0.07668,5.2253
366,women outdoor cast net fishing # cast net fishing # outdoor fishing,13000,2492000,0.00522,4.114
367,# The movie six doors of the blood bug mystery case in the film and television unexpected ending,98000,1184097,0.08276,4.9912
368,encounter pig flow! Highland 1 play 5,282000,9743000,0.02894,5.4503
369,A three out of the experience,15000,340000,0.04412,4.1761
370,love rises east and falls west,232000,1954750,0.11869,5.3655
371,# Sakuragi Yoki # university teacher # instructor eight years ago was a student ignorant into the campus,214000,1998000,0.10711,5.3304
372,I will always be your strong support in the desperate # sausage party # sausage party 5th anniversary,80000,1286301,0.06219,4.9031
373,King Canyon Wild Beast Warforce,387000,6308623,0.06134,5.5877
374,the girl's mind sounded music,20000,169648,0.11789,4.3011
375,many people have not eaten potato rice,31000,1398000,0.02217,4.4914
376,# concave and convex world # Lei 'an #ooc apologize forbidding imitation!,115000,771000,0.14916,5.0607
377,the first person of the old six claimed to be able to go on the God of war,61000,4154317,0.01468,4.7853
378,how passerby teammate so moving,37000,859000,0.04307,4.5682
379,882 words (1-2) I guess the comment area is,10000,209000,0.04785,4.0
380,Zhou Weiguo rushed out of the devil surrounded by # I in the fast hand to catch up with good drama,106000,5581485,0.01899,5.0253
381,# genius Basic Law to help students take the exam only ten minutes,39000,2066000,0.01888,4.5911
382,these two are hilarious # Meteor Garden,23000,485000,0.04742,4.3617
383,The situation suddenly changed,49000,3520293,0.01392,4.6902
384,real life in the Nepalese countryside at night # Nepal # rural family # farm food,20000,3048845,0.00656,4.3011
385,episode 1: By harmony is repeated again,27000,4269000,0.00632,4.4314
386,the world man no longer need but also become a single dog # comic commentary # two yuan,20000,404218,0.04948,4.3011
387,Do you still remember your childhood dream?,245000,2517000,0.09734,5.3892
388,now that's cultural export! Foreign singers are covering Chinese songs. It's Hua Liu's turn to rise,66000,963000,0.06854,4.8196
389,Hammer Mom buy one get one free # King Glory funny video,155000,1695000,0.09145,5.1903
390,three generations of Spider-Man finally got together and joined hands to start the time and space melee # Winter shadow entertainment battle # Fast hand movie Star YI plan,12000,510000,0.02353,4.0792
391,when Sledgehammer brother and National Treasure in the Kung Fu Carnival boxing match highlights (exciting version) National treasure lost to Sledgehammer brother lost # Sledgehammer brother # rural national treasure # funny video,45000,2089759,0.02153,4.6532
392,which of these eight snipers is stronger? Wu Jing sniping through the wall can only be the second # sniper gun # Video Million club # Fast Hands screening room,59000,2396000,0.02462,4.7709
393,100w,70000,1468327,0.04767,4.8451
394,Total War Simulator: Thanos,42000,1175000,0.03574,4.6233
395,the giant boa constrictor hiding in a deep well has finally been found # outdoors# animals # snakes,29000,1271000,0.02282,4.4624
396,when the child at work,16000,792371,0.02019,4.2041
397,nameless supporting role just # will not stop at Tan,62000,932000,0.06652,4.7924
398,become Him and survive 100 days in the MC! # Myworld #MC# Myworld him,73000,1647000,0.04432,4.8633
399,most of the violence will be covered by silence,129000,5013000,0.02573,5.1106
400,the end of the abuse of the little devil,17000,1523315,0.01116,4.2305
401,# Star sea workplace will talk on the success of the half # I am in the fast hand to catch up with good drama,13000,1166000,0.01115,4.114
402,Abe grandpa,10000,823000,0.01215,4.0
403,three stooges embarrassing laugh daily # forensic Qin Ming # good drama recommendation,20000,485944,0.04116,4.3011
404,mysterious man coming # sand sculpture # animation # original animation,11000,254000,0.04331,4.0414
405,Take stock of Bear Ridge robots and bring you back to the real battle! # Beardboonie,32000,934000,0.03426,4.5052
406,family out to play # Zheng Kai # Heart of a summer Phase 1 # Entertainment you Star Motion Plan Phase 1,11000,334134,0.03292,4.0414
407,# Lone Brave These four singing lone brave,34000,287700,0.11818,4.5315
408,when Xu Shu gathered 50 anchors to fight the tribal war at the same time,11000,351000,0.03134,4.0414
409,Qianlong eating taro was pit # good drama recommended,23000,3469569,0.00663,4.3617
410,the iceberg fox was finally melted by the tenderness of the human cub! # Summersmackdown # quick-read comics # nine-tailed Fox after school bully came after me,50000,484000,0.10331,4.699
411,dark letter perfect inscriptions,48000,1150000,0.04174,4.6813
412,such a cute and protective Dongdong mouse who wouldn't want to keep one! ? # Pokemon # Pokemon # Handheld Pokemon,91000,1550956,0.05867,4.959
413,an underrated Wuxia film # Swordrain # movie commentary,21000,2889160,0.00727,4.3222
414,the world outside the window # Naruto # Naruto mobile games,70000,1328000,0.05271,4.8451
415,who doesn't love such a cool junior high school? # Quickhand power # Summer blow # quadratic star,687000,11126024,0.06175,5.837
416,Panoramic game takes you into an immersive experience! Turn your phone to watch. Late at night sneak into Bobby's mansion to pick up the express,25000,2252575,0.0111,4.398
417,episode 11 | The Wicked Boss Season 2 Episode 1 ·3 Bilizi and the Prince meet again # The Wicked Boss Season 2 # Meamun # Bilizi,43000,659801,0.06517,4.6335
418,take stock of the whole network of those married warm men,42000,456000,0.09211,4.6233
419,long lost long video I also updated the hey hey hey,50000,621996,0.08039,4.699
420,# Tianwang assistant is not a family does not enter a house,248000,4454000,0.05568,5.3945
421,this wave is not handsome! # Run away teenager unlucky Tianyi Hahaha 😂 # Tianyi,17000,423000,0.04019,4.2305
422,there is a gnawing old,11000,574000,0.01916,4.0414
423,the tacit understanding of the gray feeling is a little handsome # I am in the fast hand to catch up with the good play # Pleasant Goat and Big Wolf,12000,86000,0.13953,4.0792
424,happiness give up the city work to return home # I am in fast hands to catch up with a good play # fast hands film and television new hot plan # happiness to 10,40000,1484829,0.02694,4.6021
425,episode 3 | after 90 beauty head teacher super protection section! Domineering! Super A! Give me a dozen homeroom teachers like that! # Ibecame his homeroom teacher,104000,4728000,0.022,5.017
426,type I want to eat and know what you're eating tonight,75000,562000,0.13345,4.8751
427,MC when you can make various relic God picks? Each script can summon a different relic! # MyWorld,28000,710000,0.03944,4.4472
428,which assassins do not use the general attack can take little Luban in one set # King Glory # game Fan Star plan,35000,2610116,0.01341,4.5441
